,geoid,oz,LICadj,eligible,k=6,k6silhouette_score,not_picked
0,01007010001,0,0,1,,,1
1,01007010002,1,0,1,2.0,0.2953598503421737,0
2,01007010003,0,1,1,,,1
3,01007010004,0,0,1,,,1
4,01087231900,0,0,1,,,1
5,01087231603,1,0,1,3.0,0.25069656043532274,0
6,01087231601,0,0,1,,,1
7,01087231602,0,0,1,,,1
8,01087231700,0,0,1,,,1
9,01087231500,1,0,1,2.0,0.23639598250205668,0
10,01087232200,1,0,1,3.0,0.14226009965200503,0
11,01087232100,0,0,1,,,1
12,01087232000,0,0,1,,,1
13,01087231800,0,0,1,,,1
14,01087231400,0,0,1,,,1
15,01087232300,0,0,1,,,1
16,01001020801,0,0,0,,,0
17,01001020802,0,1,1,,,1
18,01105687100,0,0,1,,,1
19,01105686800,0,0,1,,,1
20,01085781000,0,0,1,,,1
21,01105687000,1,0,1,3.0,0.17871785839755394,0
22,01033020901,0,0,1,,,1
23,01085781100,0,0,1,,,1
24,01085781200,0,0,1,,,1
25,01085780800,1,0,1,3.0,0.05017059783680262,0
26,01095030903,0,0,1,,,1
27,01095030701,0,0,1,,,1
28,01095030904,0,0,1,,,1
29,01095030401,0,0,1,,,1
30,01095030402,0,0,0,,,0
31,01095030702,0,0,1,,,1
32,01121010202,0,0,0,,,0
33,01121010302,0,0,0,,,0
34,01129044100,0,0,1,,,1
35,01129043900,0,1,1,,,1
36,01129044200,1,0,1,2.0,0.2309258337541581,0
37,01129044300,0,0,1,,,1
38,01129044000,0,0,0,,,0
39,01081040902,0,0,1,,,1
40,01123962600,0,0,1,,,1
41,01123962502,0,0,0,,,0
42,01123962700,0,0,0,,,0
43,01123962100,0,0,1,,,1
44,01097007500,0,0,1,,,1
45,01097006701,0,0,1,,,1
46,01097007400,1,0,1,3.0,0.3541618853308422,0
47,01097007600,0,0,1,,,1
48,01097007700,0,0,1,,,1
49,01097007201,0,0,1,,,1
50,01097007202,0,0,0,,,0
51,01097006406,0,0,0,,,0
52,01097006407,0,0,0,,,0
53,01097006702,0,0,1,,,1
54,01097006501,0,1,1,,,1
55,01097006502,0,0,0,,,0
56,01133965502,0,0,1,,,1
57,01133965900,0,1,1,,,1
58,01133965503,0,1,1,,,1
59,01133965501,0,0,1,,,1
60,01133965800,0,0,1,,,1
61,01133965700,1,0,1,2.0,0.2823987592108816,0
62,01133965600,0,0,1,,,1
63,01113030401,0,0,0,,,0
64,01113030402,0,0,0,,,0
65,01077011102,0,0,0,,,0
66,01077011603,0,0,0,,,0
67,01077011802,0,1,1,,,1
68,01077011101,0,1,1,,,1
69,01103005701,0,0,1,,,1
70,01091973000,0,0,1,,,1
71,01045020801,0,1,1,,,1
72,01091973300,0,0,1,,,1
73,01091973100,0,0,1,,,1
74,01091973200,0,0,1,,,1
75,01091973400,0,1,1,,,1
76,01091972900,1,0,1,1.0,-0.02360582556853858,0
77,01069040301,0,1,1,,,1
78,01069040302,0,0,1,,,1
79,01093964700,0,0,0,,,0
80,01093964400,1,0,1,2.0,0.1987947889557044,0
81,01093964500,1,1,1,2.0,0.03177169373762475,0
82,01093964300,0,0,1,,,1
83,01093964100,0,0,1,,,1
84,01093964600,0,0,1,,,1
85,01093964200,0,0,1,,,1
86,01093964000,0,0,1,,,1
87,01103005106,0,0,1,,,1
88,01103005702,0,1,1,,,1
89,01103005107,0,0,0,,,0
90,01103005108,0,0,0,,,0
91,01103005109,0,0,1,,,1
92,01101005502,0,0,0,,,0
93,01101005610,0,0,0,,,0
94,01101005612,0,0,0,,,0
95,01101005609,0,1,1,,,1
96,01101005504,0,0,0,,,0
97,01101005407,0,0,0,,,0
98,01101005501,0,0,0,,,0
99,01101005605,0,0,0,,,0
100,01101005608,0,0,0,,,0
101,01101005410,0,0,1,,,1
102,01101005503,0,0,0,,,0
103,01101005607,0,0,0,,,0
104,01101005611,0,0,0,,,0
105,01101005606,0,0,1,,,1
106,01125011402,0,0,1,,,1
107,01101005409,0,1,1,,,1
108,01101005408,0,0,0,,,0
109,01125011901,0,0,1,,,1
110,01125011902,0,0,1,,,1
111,01125011401,0,0,1,,,1
112,01033020703,0,0,0,,,0
113,01033020902,0,1,1,,,1
114,01033020704,0,0,0,,,0
115,01051030901,0,0,0,,,0
116,01051030701,0,0,0,,,0
117,01051030702,0,0,0,,,0
118,01097003703,0,0,0,,,0
119,01097005600,0,0,0,,,0
120,01097003100,0,0,0,,,0
121,01097003405,0,1,1,,,1
122,01097005700,0,0,0,,,0
123,01097006000,0,1,1,,,1
124,01097006403,1,0,1,3.0,0.33609458236608764,0
125,01097000401,1,0,1,3.0,0.33950953542216317,0
126,01097000500,0,0,1,,,1
127,01097002200,0,0,1,,,1
128,01097001901,0,0,1,,,1
129,01097001902,0,0,1,,,1
130,01097002000,0,0,0,,,0
131,01097003202,0,1,1,,,1
132,01097003408,0,1,1,,,1
133,01097003902,0,0,1,,,1
134,01097004800,0,0,1,,,1
135,01097005000,0,0,1,,,1
136,01097005900,0,1,1,,,1
137,01097006105,0,1,1,,,1
138,01097006405,0,0,0,,,0
139,01097001200,1,0,1,1.0,0.03511089672992783,0
140,01097003301,0,1,1,,,1
141,01097000702,0,0,1,,,1
142,01097003800,0,0,1,,,1
143,01097003203,0,0,1,,,1
144,01097005800,0,0,1,,,1
145,01097002400,0,0,1,,,1
146,01097003710,0,0,0,,,0
147,01097003402,1,0,1,3.0,0.38881534753609526,0
148,01097004900,0,0,1,,,1
149,01097006801,0,0,0,,,0
150,01097007101,0,1,1,,,1
151,01127020700,0,0,1,,,1
152,01127021800,0,0,1,,,1
153,01073011301,0,0,1,,,1
154,01051030902,0,1,1,,,1
155,01073011904,0,1,1,,,1
156,01073012703,0,0,0,,,0
157,01073014410,0,0,0,,,0
158,01073012912,0,0,1,,,1
159,01073014408,0,0,0,,,0
160,01025957601,0,0,1,,,1
161,01025958002,0,0,1,,,1
162,01025958001,0,0,1,,,1
163,01025957602,0,1,1,,,1
164,01115040402,0,1,1,,,1
165,01115040401,0,0,1,,,1
166,01115040205,0,0,0,,,0
167,01115040204,0,1,1,,,1
168,01115040106,0,0,0,,,0
169,01115040105,0,0,1,,,1
170,01127020100,0,0,1,,,1
171,01127020200,0,1,1,,,1
172,01127020600,0,1,1,,,1
173,01127021100,0,0,1,,,1
174,01127021200,0,0,1,,,1
175,01127021500,0,0,1,,,1
176,01127020300,0,0,1,,,1
177,01127021700,0,0,1,,,1
178,01127021300,0,1,1,,,1
179,01029959700,0,0,1,,,1
180,01035960300,0,0,1,,,1
181,01035960600,0,0,1,,,1
182,01035960200,0,0,1,,,1
183,01029959500,0,0,1,,,1
184,01127021600,0,0,1,,,1
185,01029959600,1,0,1,2.0,0.11767021174538665,0
186,01029959800,0,1,1,,,1
187,01127020400,1,0,1,2.0,0.26544558737345336,0
188,01127021000,0,0,1,,,1
189,01127020900,0,0,1,,,1
190,01127021400,0,0,1,,,1
191,01127021900,0,0,1,,,1
192,01127020800,0,0,1,,,1
193,01121011500,0,0,1,,,1
194,01121010700,0,1,1,,,1
195,01121010500,0,0,1,,,1
196,01121011300,0,0,1,,,1
197,01121010900,1,0,1,3.0,0.06980849848645958,0
198,01121011800,0,0,1,,,1
199,01121010400,0,0,1,,,1
200,01121011200,0,0,1,,,1
201,01121011400,0,0,1,,,1
202,01121010600,0,0,1,,,1
203,01121012000,0,0,1,,,1
204,01125010204,0,1,1,,,1
205,01121011900,0,1,1,,,1
206,01121011000,0,0,1,,,1
207,01125010101,0,0,0,,,0
208,01125010301,0,1,1,,,1
209,01125010302,0,1,1,,,1
210,01125010701,0,0,0,,,0
211,01125010802,0,0,0,,,0
212,01125012405,1,0,1,0.0,0.298104809622532,0
213,01125012503,0,0,0,,,0
214,01125010102,0,0,0,,,0
215,01125010201,0,0,0,,,0
216,01125010407,0,0,1,,,1
217,01125010601,0,0,1,,,1
218,01125010804,0,1,1,,,1
219,01125010406,0,0,0,,,0
220,01125012305,0,0,0,,,0
221,01125012404,0,0,1,,,1
222,01125010202,0,0,0,,,0
223,01125010500,0,0,1,,,1
224,01125010602,0,0,0,,,0
225,01125010702,0,0,0,,,0
226,01125010303,0,0,0,,,0
227,01125010403,1,0,1,3.0,0.04006491071986666,0
228,01125010404,1,0,1,4.0,0.17776876497569433,0
229,01125012000,0,0,1,,,1
230,01125012304,0,0,1,,,1
231,01125012800,1,0,1,4.0,0.32872498904515474,0
232,01125011200,0,0,1,,,1
233,01125012600,1,0,1,0.0,0.26293986075651177,0
234,01125012502,0,0,0,,,0
235,01125012303,1,0,1,3.0,0.0790313536341378,0
236,01125012501,0,0,1,,,1
237,01125010103,0,0,0,,,0
238,01125010405,0,0,0,,,0
239,01125012403,0,1,1,,,1
240,01125010803,0,0,1,,,1
241,01125011600,1,0,1,3.0,0.19536198322615309,0
242,01125011701,1,0,1,3.0,0.34082545391357316,0
243,01125011703,0,0,1,,,1
244,01125012100,1,0,1,0.0,0.14786057622890292,0
245,01125010203,0,0,0,,,0
246,01125012700,0,0,1,,,1
247,01125011800,1,0,1,2.0,0.13173523373281784,0
248,01125010703,0,0,0,,,0
249,01027959100,0,0,1,,,1
250,01027959200,0,0,1,,,1
251,01027958900,0,1,1,,,1
252,01027959000,1,0,1,1.0,0.07077566923137692,0
253,01031011300,0,0,1,,,1
254,01031010700,0,1,1,,,1
255,01031011100,0,0,0,,,0
256,01031011202,0,0,0,,,0
257,01031010200,0,1,1,,,1
258,01031010500,0,0,1,,,1
259,01031010800,0,0,0,,,0
260,01031010900,1,0,1,2.0,0.12131094931823386,0
261,01031010600,0,0,1,,,1
262,01031011000,0,0,0,,,0
263,01031010400,0,0,1,,,1
264,01031011201,0,0,0,,,0
265,01031010100,0,0,1,,,1
266,01031010300,0,0,0,,,0
267,01103000300,0,0,0,,,0
268,01103005404,0,0,0,,,0
269,01103005301,0,0,0,,,0
270,01103000800,0,0,1,,,1
271,01103000900,0,0,1,,,1
272,01103000100,1,0,1,3.0,0.16204001099186477,0
273,01103000600,0,0,1,,,1
274,01103005304,0,0,0,,,0
275,01103000700,0,0,1,,,1
276,01103005600,0,1,1,,,1
277,01103005101,0,0,0,,,0
278,01103005103,0,0,1,,,1
279,01103005303,0,0,0,,,0
280,01103005405,0,1,1,,,1
281,01103000400,0,1,1,,,1
282,01103005105,0,0,0,,,0
283,01103005200,0,0,0,,,0
284,01103000200,0,0,0,,,0
285,01103001000,0,1,1,,,1
286,01103005302,0,0,0,,,0
287,01103005500,0,0,0,,,0
288,01079979800,0,0,0,,,0
289,01079979100,1,0,1,2.0,0.22298728708895038,0
290,01079979900,0,0,1,,,1
291,01079979700,0,1,1,,,1
292,01079979200,0,1,1,,,1
293,01079979500,0,0,1,,,1
294,01079979300,0,1,1,,,1
295,01079979600,0,0,1,,,1
296,01079979400,0,0,1,,,1
297,01081040300,1,0,1,5.0,0.12302377433682463,0
298,01081040500,0,0,0,,,0
299,01081041200,0,0,0,,,0
300,01081041800,0,0,1,,,1
301,01081040200,1,0,1,1.0,-0.08395535594218813,0
302,01081041300,1,0,1,2.0,0.2647364538785932,0
303,01021060300,0,1,1,,,1
304,01021060402,0,0,1,,,1
305,01021060401,0,0,0,,,0
306,01021060200,0,1,1,,,1
307,01021060500,0,0,0,,,0
308,01021060101,0,0,1,,,1
309,01021060102,1,0,1,2.0,0.24432707881990956,0
310,01021060600,0,0,1,,,1
311,01033020500,0,0,0,,,0
312,01021060700,0,1,1,,,1
313,01033020100,0,0,1,,,1
314,01033020400,0,0,0,,,0
315,01033020600,0,0,0,,,0
316,01033020701,0,1,1,,,1
317,01033020300,0,0,1,,,1
318,01033020802,0,0,1,,,1
319,01033020200,1,0,1,2.0,0.03213948051807636,0
320,01033020801,0,0,1,,,1
321,01033021000,0,0,1,,,1
322,01089010302,0,0,1,,,1
323,01089010901,0,0,0,,,0
324,01089000503,0,0,1,,,1
325,01089001902,0,0,0,,,0
326,01089000601,0,0,1,,,1
327,01089002801,0,0,0,,,0
328,01089002921,0,0,0,,,0
329,01089001901,0,0,0,,,0
330,01089002701,0,0,0,,,0
331,01089002922,0,0,0,,,0
332,01089010612,0,0,0,,,0
333,01089002100,1,0,1,0.0,0.24511989815514618,0
334,01089010200,0,0,0,,,0
335,01089010401,0,0,1,,,1
336,01089010402,0,1,1,,,1
337,01089010702,0,0,0,,,0
338,01089011014,0,0,0,,,0
339,01089000502,0,0,1,,,1
340,01089000702,0,0,1,,,1
341,01089001200,0,0,1,,,1
342,01089000602,0,0,1,,,1
343,01089002802,0,0,0,,,0
344,01089011013,0,0,0,,,0
345,01089002000,0,1,1,,,1
346,01089001801,0,0,0,,,0
347,01089000701,0,0,1,,,1
348,01001020200,0,0,1,,,1
349,01089010902,0,0,1,,,1
350,01089002911,0,0,0,,,0
351,01001021000,0,1,1,,,1
352,01001020300,0,1,1,,,1
353,01001020900,0,0,0,,,0
354,01001020100,0,0,0,,,0
355,01001020500,0,0,0,,,0
356,01001020400,0,0,0,,,0
357,01001020600,0,0,0,,,0
358,01001020700,1,0,1,2.0,0.18482937090119558,0
359,01001021100,0,0,1,,,1
360,01061050300,1,0,1,2.0,0.1400711175560358,0
361,01061050400,0,0,1,,,1
362,01061050100,0,0,1,,,1
363,01061050500,0,1,1,,,1
364,01061050200,0,1,1,,,1
365,01061050600,0,0,1,,,1
366,01037961200,0,0,1,,,1
367,01037961100,0,1,1,,,1
368,01037961000,1,0,1,2.0,0.2438456038088806,0
369,01045020200,0,1,1,,,1
370,01045020500,0,0,1,,,1
371,01045021300,0,1,1,,,1
372,01045021400,0,0,1,,,1
373,01045021200,0,1,1,,,1
374,01045020100,0,0,0,,,0
375,01045020400,0,1,1,,,1
376,01045020300,0,1,1,,,1
377,01045020700,1,0,1,2.0,0.05190403877955864,0
378,01081041000,0,0,0,,,0
379,01081040700,1,0,1,4.0,-0.10935725552721252,0
380,01081040400,0,0,1,,,1
381,01081040800,1,0,1,1.0,-0.029158106179937048,0
382,01081041100,1,0,1,5.0,0.17723105104523737,0
383,01081042002,0,0,0,,,0
384,01081041900,0,1,1,,,1
385,01081041400,0,0,1,,,1
386,01081041700,0,1,1,,,1
387,01081040602,0,0,1,,,1
388,01081041600,0,0,1,,,1
389,01107050300,0,0,1,,,1
390,01107050000,0,0,0,,,0
391,01107050200,0,0,1,,,1
392,01107050400,0,0,1,,,1
393,01107050100,1,0,1,3.0,0.16334031145697664,0
394,01073014105,0,1,1,,,1
395,01045021101,0,1,1,,,1
396,01045021102,0,0,1,,,1
397,01065040200,0,1,1,,,1
398,01065040100,0,0,1,,,1
399,01065040000,0,1,1,,,1
400,01055000200,0,0,1,,,1
401,01065040500,0,0,1,,,1
402,01065040300,0,0,1,,,1
403,01065040400,1,0,1,2.0,0.03343352501676079,0
404,01055000900,0,0,1,,,1
405,01055001100,0,0,0,,,0
406,01055010501,0,0,0,,,0
407,01035960500,0,0,1,,,1
408,01035960400,1,0,1,3.0,0.09595444964028473,0
409,01063060000,0,0,1,,,1
410,01005950100,1,0,1,3.0,0.20880255977192608,0
411,01063060100,0,0,1,,,1
412,01063060200,1,0,1,3.0,0.10104198737308182,0
413,01005950900,0,0,1,,,1
414,01005950400,0,0,1,,,1
415,01005950800,0,1,1,,,1
416,01005950300,0,0,1,,,1
417,01005950500,0,0,1,,,1
418,01005950200,0,0,1,,,1
419,01005950700,0,0,1,,,1
420,01005950600,0,0,1,,,1
421,01011952100,0,0,1,,,1
422,01011952200,1,0,1,3.0,0.13109242912654165,0
423,01015000200,0,0,1,,,1
424,01015002300,0,0,1,,,1
425,01015000300,0,0,1,,,1
426,01015000600,0,0,1,,,1
427,01015001300,0,0,1,,,1
428,01015001500,0,1,1,,,1
429,01015001700,0,0,0,,,0
430,01015002000,0,1,1,,,1
431,01015000800,1,0,1,0.0,0.15838308144434485,0
432,01015000900,0,0,1,,,1
433,01015001400,0,0,1,,,1
434,01015002102,0,0,0,,,0
435,01015002502,0,0,0,,,0
436,01015001000,0,1,1,,,1
437,01015000400,0,0,1,,,1
438,01015000500,0,0,1,,,1
439,01015002600,0,1,1,,,1
440,01015002103,0,0,1,,,1
441,01015002501,0,0,0,,,0
442,01015001600,0,0,1,,,1
443,01015002101,1,0,1,2.0,0.1323261501842985,0
444,01015002400,0,0,0,,,0
445,01015001800,0,1,1,,,1
446,01015001100,0,1,1,,,1
447,01015002200,0,0,1,,,1
448,01017954700,0,0,1,,,1
449,01017954000,0,0,1,,,1
450,01017954200,0,1,1,,,1
451,01017954300,1,0,1,3.0,-0.028647116309429278,0
452,01017954500,0,0,1,,,1
453,01017954400,0,0,1,,,1
454,01017953800,0,0,1,,,1
455,01017953900,0,0,1,,,1
456,01017954600,0,1,1,,,1
457,01025957500,0,0,1,,,1
458,01025957902,1,0,1,2.0,0.15094457716387355,0
459,01025957901,0,0,1,,,1
460,01025957800,0,0,1,,,1
461,01025957700,0,0,1,,,1
462,01057020300,1,0,1,2.0,0.2468558229442762,0
463,01057020000,0,1,1,,,1
464,01057020100,0,1,1,,,1
465,01057020200,0,1,1,,,1
466,01057020400,0,0,1,,,1
467,01101002000,0,0,0,,,0
468,01101001900,0,0,0,,,0
469,01101002300,0,0,1,,,1
470,01101000600,1,0,1,4.0,-0.051832244392428395,0
471,01101001500,0,0,1,,,1
472,01101002400,0,0,1,,,1
473,01101003200,0,0,1,,,1
474,01101003302,0,0,1,,,1
475,01101006100,0,0,1,,,1
476,01101000200,1,0,1,3.0,0.23498675238044495,0
477,01101000700,0,0,1,,,1
478,01101000900,0,0,0,,,0
479,01101002900,1,0,1,0.0,0.2429916400365232,0
480,01101003301,0,1,1,,,1
481,01101005102,0,0,1,,,1
482,01101005301,0,0,0,,,0
483,01101001400,0,0,0,,,0
484,01101000500,1,0,1,3.0,0.22763779857377328,0
485,01101001600,0,0,1,,,1
486,01101002100,1,0,1,3.0,0.352400945081027,0
487,01101002201,0,0,1,,,1
488,01101002800,0,1,1,,,1
489,01101005403,0,0,1,,,1
490,01101005603,1,0,1,2.0,0.24429586283386728,0
491,01101006000,1,0,1,3.0,0.24399241410993316,0
492,01101000400,0,0,1,,,1
493,01101001700,0,0,1,,,1
494,01101002500,0,0,1,,,1
495,01101003000,0,0,1,,,1
496,01101005902,1,0,1,3.0,0.1726118529300662,0
497,01101001000,1,0,1,3.0,0.20688936967242896,0
498,01101001200,0,0,1,,,1
499,01101001300,0,0,1,,,1
500,01101002202,0,0,1,,,1
501,01101003100,0,0,1,,,1
502,01101005101,0,0,0,,,0
503,01101005800,0,0,1,,,1
504,01101000100,1,0,1,0.0,0.3582245508506642,0
505,01101005406,0,0,0,,,0
506,01101005604,0,0,0,,,0
507,01055001600,0,0,1,,,1
508,01055010900,0,1,1,,,1
509,01055000500,0,0,1,,,1
510,01055000600,0,0,1,,,1
511,01055000300,0,0,1,,,1
512,01055000400,0,1,1,,,1
513,01055000700,0,0,1,,,1
514,01055001000,0,0,1,,,1
515,01055010100,0,0,1,,,1
516,01055010502,0,1,1,,,1
517,01055010700,0,1,1,,,1
518,01055001300,0,0,1,,,1
519,01055000800,0,0,1,,,1
520,01055001700,0,0,1,,,1
521,01055001200,1,0,1,2.0,0.06715463172869698,0
522,01055010300,0,0,0,,,0
523,01055010200,0,0,1,,,1
524,01055010800,0,0,1,,,1
525,01055011100,0,0,1,,,1
526,01073002303,1,0,1,3.0,0.3216827470218546,0
527,01073000100,1,0,1,1.0,-0.08198714959872101,0
528,01073014104,0,1,1,,,1
529,01073014405,0,0,0,,,0
530,01073000300,1,0,1,3.0,0.336969523263134,0
531,01073000400,1,0,1,5.0,0.09435154374078644,0
532,01073003200,1,0,1,3.0,0.2874049324847186,0
533,01073003500,0,0,1,,,1
534,01073003700,0,0,1,,,1
535,01073004701,0,0,0,,,0
536,01073005600,0,0,1,,,1
537,01073010301,0,0,1,,,1
538,01073010602,0,0,1,,,1
539,01073011500,0,1,1,,,1
540,01073011703,0,1,1,,,1
541,01073012104,0,0,1,,,1
542,01073012403,0,1,1,,,1
543,01073001600,1,0,1,3.0,0.27421234683987,0
544,01073003900,1,0,1,1.0,0.005946446312602486,0
545,01073010701,0,0,1,,,1
546,01073010802,0,0,0,,,0
547,01073011205,0,0,0,,,0
548,01073000500,1,0,1,3.0,0.27824727807731336,0
549,01073002100,0,0,1,,,1
550,01073002400,1,0,1,3.0,0.3561448698429655,0
551,01073003002,1,0,1,3.0,0.3543900061821876,0
552,01073003300,0,0,1,,,1
553,01073004200,1,0,1,3.0,0.14139400738344046,0
554,01073005903,0,0,1,,,1
555,01073005908,0,0,1,,,1
556,01073010200,1,0,1,0.0,0.25318333550223443,0
557,01073010703,0,0,0,,,0
558,01073010705,0,0,0,,,0
559,01073011104,0,0,0,,,0
560,01097006802,0,1,1,,,1
561,01097007103,0,1,1,,,1
562,01097001100,0,0,1,,,1
563,01097000800,0,0,1,,,1
564,01097002302,0,0,1,,,1
565,01097002700,0,0,1,,,1
566,01101001100,1,0,1,0.0,0.2962268191037655,0
567,01101002600,0,0,0,,,0
568,01101002700,0,0,0,,,0
569,01101005700,0,0,1,,,1
570,01101005901,0,0,0,,,0
571,01101000300,1,0,1,2.0,0.1492375729704862,0
572,01101005302,0,0,1,,,1
573,01095031000,0,0,1,,,1
574,01101005402,0,0,1,,,1
575,01101001800,0,0,1,,,1
576,01095030600,0,0,1,,,1
577,01095031100,0,0,1,,,1
578,01095030801,0,0,1,,,1
579,01095031200,0,0,0,,,0
580,01095030202,0,0,0,,,0
581,01095030802,0,0,1,,,1
582,01095030902,0,0,0,,,0
583,01095030300,0,1,1,,,1
584,01095030201,0,1,1,,,1
585,01095030500,0,0,1,,,1
586,01095030100,1,0,1,2.0,0.033786133196281196,0
587,01009050101,0,0,0,,,0
588,01009050200,0,1,1,,,1
589,01009050400,0,0,1,,,1
590,01009050500,1,0,1,2.0,-0.09821932242315354,0
591,01009050102,0,1,1,,,1
592,01009050300,0,0,1,,,1
593,01009050700,0,0,1,,,1
594,01067030200,1,0,1,2.0,0.17736857994180152,0
595,01067030100,0,1,1,,,1
596,01067030300,0,0,1,,,1
597,01067030500,0,0,0,,,0
598,01067030600,0,0,1,,,1
599,01067030400,0,0,1,,,1
600,01089000301,0,0,1,,,1
601,01089010301,0,0,1,,,1
602,01089010800,0,0,0,,,0
603,01089011022,0,0,0,,,0
604,01089011200,0,0,0,,,0
605,01089011300,0,0,0,,,0
606,01089000901,0,0,0,,,0
607,01089001000,0,0,1,,,1
608,01089002721,0,0,0,,,0
609,01089002912,0,0,0,,,0
610,01089010100,0,0,0,,,0
611,01089011011,0,0,0,,,0
612,01089000302,0,0,1,,,1
613,01089002502,0,0,1,,,1
614,01089002600,0,0,0,,,0
615,01089011012,0,0,0,,,0
616,01089010621,0,0,0,,,0
617,01089010622,1,0,1,5.0,-0.04679229127014722,0
618,01089010701,0,0,0,,,0
619,01089011021,0,0,1,,,1
620,01089011100,0,0,0,,,0
621,01089011400,0,0,1,,,1
622,01089002300,0,0,1,,,1
623,01089002400,0,0,1,,,1
624,01089010501,0,0,0,,,0
625,01089010502,0,0,1,,,1
626,01089000202,1,0,1,0.0,0.34170792127058186,0
627,01089001903,0,0,0,,,0
628,01089002200,0,0,1,,,1
629,01089000201,1,0,1,3.0,0.16569977768283767,0
630,01089000501,0,0,1,,,1
631,01089000902,0,0,0,,,0
632,01089001500,1,0,1,0.0,0.32392658130997665,0
633,01089001700,0,1,1,,,1
634,01089002501,1,0,1,3.0,0.36199904079070155,0
635,01113030800,0,0,1,,,1
636,01113030902,0,0,0,,,0
637,01113031100,0,0,1,,,1
638,01113030300,0,0,1,,,1
639,01113030901,0,0,1,,,1
640,01113030500,0,1,1,,,1
641,01113030600,0,0,1,,,1
642,01113031000,0,1,1,,,1
643,01113030200,1,0,1,2.0,0.20204945695811066,0
644,01113031200,0,1,1,,,1
645,01019955900,1,0,1,2.0,0.264537403276593,0
646,01019956100,0,1,1,,,1
647,01019956000,0,1,1,,,1
648,01019955800,0,1,1,,,1
649,01039962400,0,1,1,,,1
650,01039962600,0,0,1,,,1
651,01039963000,0,0,1,,,1
652,01039961700,0,0,1,,,1
653,01039961600,0,1,1,,,1
654,01039962500,0,0,0,,,0
655,01039962000,1,0,1,2.0,-0.052099562709475945,0
656,01039961800,0,0,1,,,1
657,01039962700,1,0,1,2.0,0.22315544107507823,0
658,01039962800,0,0,1,,,1
659,01039961900,0,1,1,,,1
660,01039962300,0,1,1,,,1
661,01039962900,0,1,1,,,1
662,01039962100,0,0,1,,,1
663,01041963800,0,1,1,,,1
664,01041963700,1,0,1,2.0,0.14553199131415412,0
665,01041963600,0,1,1,,,1
666,01041963400,0,1,1,,,1
667,01041963500,0,0,0,,,0
668,01041963900,0,0,1,,,1
669,01077010100,1,0,1,1.0,0.06397154860859942,0
670,01077010700,0,0,1,,,1
671,01077010800,0,0,1,,,1
672,01077010400,0,0,1,,,1
673,01077011300,0,0,1,,,1
674,01077011602,0,0,0,,,0
675,01077011200,0,1,1,,,1
676,01077011000,0,0,1,,,1
677,01077010300,0,0,1,,,1
678,01077010600,0,0,1,,,1
679,01077011502,0,0,0,,,0
680,01077010200,0,0,1,,,1
681,01077011400,0,1,1,,,1
682,01077011501,0,0,0,,,0
683,01077010900,1,0,1,2.0,-0.057519518531309106,0
684,01077011700,0,0,0,,,0
685,01083020600,1,0,1,1.0,0.023972770400273555,0
686,01083020700,1,0,1,0.0,0.33919240681393115,0
687,01083020900,0,1,1,,,1
688,01083021000,0,0,1,,,1
689,01083020401,0,0,1,,,1
690,01083020300,0,0,1,,,1
691,01083020500,0,0,1,,,1
692,01083021200,0,0,0,,,0
693,01083020801,0,1,1,,,1
694,01083020402,0,0,1,,,1
695,01083020802,0,0,0,,,0
696,01083021100,0,0,0,,,0
697,01117030317,0,0,0,,,0
698,01117030607,0,0,0,,,0
699,01117030303,0,0,0,,,0
700,01117030609,0,0,0,,,0
701,01117030320,0,0,0,,,0
702,01117030314,0,0,0,,,0
703,01117030701,0,0,0,,,0
704,01117030315,0,0,0,,,0
705,01117030304,0,0,0,,,0
706,01117030319,0,0,1,,,1
707,01117030604,0,0,0,,,0
708,01117030306,0,0,0,,,0
709,01117030800,0,1,1,,,1
710,01117030331,0,0,0,,,0
711,01117030605,0,1,1,,,1
712,01117030305,0,0,0,,,0
713,01117030316,0,0,0,,,0
714,01117030608,0,0,0,,,0
715,01117030330,0,0,0,,,0
716,01115040502,0,1,1,,,1
717,01115040501,0,0,0,,,0
718,01115040300,0,0,1,,,1
719,01115040201,0,0,1,,,1
720,01115040203,1,0,1,2.0,-0.10385857937303371,0
721,01003011300,0,0,0,,,0
722,01003010705,0,0,0,,,0
723,01003010200,1,0,1,0.0,0.29121652238323303,0
724,01003010800,0,0,0,,,0
725,01003011201,0,0,1,,,1
726,01003011401,0,1,1,,,1
727,01003011000,0,0,1,,,1
728,01003010100,0,1,1,,,1
729,01003010500,1,0,1,0.0,0.17202517530344832,0
730,01003011202,0,0,0,,,0
731,01003010400,1,1,1,0.0,0.11132952252171097,0
732,01003010300,0,1,1,,,1
733,01003010703,0,0,0,,,0
734,01003010600,1,0,1,0.0,0.29127531954096847,0
735,01003010704,0,0,0,,,0
736,01003010701,0,0,0,,,0
737,01003011403,0,0,0,,,0
738,01043964500,0,0,1,,,1
739,01043964300,0,0,0,,,0
740,01043965100,0,1,1,,,1
741,01043965200,0,1,1,,,1
742,01043964800,1,0,1,2.0,0.049665144722657054,0
743,01043964200,0,1,1,,,1
744,01043964900,0,0,0,,,0
745,01043964700,0,1,1,,,1
746,01043965500,0,0,0,,,0
747,01043965000,1,0,1,2.0,0.19970519225729538,0
748,01043965700,0,0,1,,,1
749,01043965600,0,0,0,,,0
750,01043964400,0,0,1,,,1
751,01043964600,0,0,0,,,0
